timestamp_utc,model_type,max_pairs,training_rows,event_rate,positive_count,negative_count,intercept_zscore,features,coef_liquidity_depth,odds_ratio_liquidity_depth,coef_token_volatility,odds_ratio_token_volatility,coef_age_of_pool,odds_ratio_age_of_pool,coef_volume_missing_penalty,odds_ratio_volume_missing_penalty,coef_il_penalty,odds_ratio_il_penalty
2026-03-07T23:46:42.014696+00:00,logit,30,9314,0.7803306849903371,7268,2046,3.9778883504638163,"liquidity_depth,token_volatility,age_of_pool,volume_missing_penalty,il_penalty",-0.17553432776100092,0.839008595392576,7.117962483926803,1233.93371063602,0.15119769266446753,1.1632265967177653,3.5130040765493105,33.54890001859841,0.45004658211327236,1.5683852424876012
